d2024-12-30 13:34:27,330 - resnet_50 - INFO - Training - Epoch: 5, Batch: [3328/10010], Loss: 4.0317, Accuracy: 21.18%, LR: 0.001000
2024-12-30 20:50:02,603 - resnet_50 - INFO - Training - Epoch: 7, Batch: [4608/10010], Loss: 3.6087, Accuracy: 27.26%, LR: 0.001000
2024-12-30 20:52:37,946 - resnet_50 - INFO - Training - Epoch: 7, Batch: [4736/10010], Loss: 3.6078, Accuracy: 27.26%, LR: 0.001000
2024-12-30 20:55:13,282 - resnet_50 - INFO - Training - Epoch: 7, Batch: [4864/10010], Loss: 3.6073, Accuracy: 27.25%, LR: 0.001000
2024-12-30 20:57:48,634 - resnet_50 - INFO - Training - Epoch: 7, Batch: [4992/10010], Loss: 3.6070, Accuracy: 27.26%, LR: 0.001000
2024-12-30 21:00:23,987 - resnet_50 - INFO - Training - Epoch: 7, Batch: [5120/10010], Loss: 3.6054, Accuracy: 27.28%, LR: 0.001000
2024-12-30 21:02:59,320 - resnet_50 - INFO - Training - Epoch: 7, Batch: [5248/10010], Loss: 3.6037, Accuracy: 27.31%, LR: 0.001000
2024-12-30 21:05:34,665 - resnet_50 - INFO - Training - Epoch: 7, Batch: [5376/10010], Loss: 3.6025, Accuracy: 27.32%, LR: 0.001000
2024-12-30 21:08:10,040 - resnet_50 - INFO - Training - Epoch: 7, Batch: [5504/10010], Loss: 3.6012, Accuracy: 27.34%, LR: 0.001000
2024-12-30 21:10:45,375 - resnet_50 - INFO - Training - Epoch: 7, Batch: [5632/10010], Loss: 3.6007, Accuracy: 27.35%, LR: 0.001000
2024-12-30 21:13:20,729 - resnet_50 - INFO - Training - Epoch: 7, Batch: [5760/10010], Loss: 3.6002, Accuracy: 27.36%, LR: 0.001000
2024-12-30 21:15:56,033 - resnet_50 - INFO - Training - Epoch: 7, Batch: [5888/10010], Loss: 3.6001, Accuracy: 27.36%, LR: 0.001000
2024-12-30 21:18:31,382 - resnet_50 - INFO - Training - Epoch: 7, Batch: [6016/10010], Loss: 3.5989, Accuracy: 27.36%, LR: 0.001000
2024-12-30 21:21:06,727 - resnet_50 - INFO - Training - Epoch: 7, Batch: [6144/10010], Loss: 3.5988, Accuracy: 27.37%, LR: 0.001000
2024-12-30 21:23:42,063 - resnet_50 - INFO - Training - Epoch: 7, Batch: [6272/10010], Loss: 3.5982, Accuracy: 27.38%, LR: 0.001000
2024-12-30 21:26:17,373 - resnet_50 - INFO - Training - Epoch: 7, Batch: [6400/10010], Loss: 3.5968, Accuracy: 27.40%, LR: 0.001000
2024-12-30 21:28:52,695 - resnet_50 - INFO - Training - Epoch: 7, Batch: [6528/10010], Loss: 3.5960, Accuracy: 27.42%, LR: 0.001000
2024-12-30 21:31:28,039 - resnet_50 - INFO - Training - Epoch: 7, Batch: [6656/10010], Loss: 3.5941, Accuracy: 27.44%, LR: 0.001000
2024-12-30 21:34:03,370 - resnet_50 - INFO - Training - Epoch: 7, Batch: [6784/10010], Loss: 3.5931, Accuracy: 27.47%, LR: 0.001000
2024-12-30 21:36:38,674 - resnet_50 - INFO - Training - Epoch: 7, Batch: [6912/10010], Loss: 3.5920, Accuracy: 27.48%, LR: 0.001000
2024-12-30 21:39:13,982 - resnet_50 - INFO - Training - Epoch: 7, Batch: [7040/10010], Loss: 3.5910, Accuracy: 27.50%, LR: 0.001000
2024-12-30 21:41:49,351 - resnet_50 - INFO - Training - Epoch: 7, Batch: [7168/10010], Loss: 3.5903, Accuracy: 27.51%, LR: 0.001000
2024-12-30 21:44:24,689 - resnet_50 - INFO - Training - Epoch: 7, Batch: [7296/10010], Loss: 3.5896, Accuracy: 27.53%, LR: 0.001000
2024-12-30 21:46:59,999 - resnet_50 - INFO - Training - Epoch: 7, Batch: [7424/10010], Loss: 3.5887, Accuracy: 27.55%, LR: 0.001000
2024-12-30 21:49:35,352 - resnet_50 - INFO - Training - Epoch: 7, Batch: [7552/10010], Loss: 3.5879, Accuracy: 27.57%, LR: 0.001000
2024-12-30 21:52:10,718 - resnet_50 - INFO - Training - Epoch: 7, Batch: [7680/10010], Loss: 3.5874, Accuracy: 27.57%, LR: 0.001000
2024-12-30 21:54:46,053 - resnet_50 - INFO - Training - Epoch: 7, Batch: [7808/10010], Loss: 3.5870, Accuracy: 27.58%, LR: 0.001000
2024-12-30 21:57:21,394 - resnet_50 - INFO - Training - Epoch: 7, Batch: [7936/10010], Loss: 3.5862, Accuracy: 27.59%, LR: 0.001000
2024-12-30 21:59:56,740 - resnet_50 - INFO - Training - Epoch: 7, Batch: [8064/10010], Loss: 3.5849, Accuracy: 27.62%, LR: 0.001000
2024-12-30 22:02:32,089 - resnet_50 - INFO - Training - Epoch: 7, Batch: [8192/10010], Loss: 3.5840, Accuracy: 27.63%, LR: 0.001000
2024-12-30 22:05:07,400 - resnet_50 - INFO - Training - Epoch: 7, Batch: [8320/10010], Loss: 3.5834, Accuracy: 27.64%, LR: 0.001000
2024-12-30 22:07:42,696 - resnet_50 - INFO - Training - Epoch: 7, Batch: [8448/10010], Loss: 3.5827, Accuracy: 27.66%, LR: 0.001000
2024-12-30 22:10:18,030 - resnet_50 - INFO - Training - Epoch: 7, Batch: [8576/10010], Loss: 3.5823, Accuracy: 27.66%, LR: 0.001000
2024-12-30 22:12:53,380 - resnet_50 - INFO - Training - Epoch: 7, Batch: [8704/10010], Loss: 3.5812, Accuracy: 27.68%, LR: 0.001000
2024-12-30 22:15:28,716 - resnet_50 - INFO - Training - Epoch: 7, Batch: [8832/10010], Loss: 3.5804, Accuracy: 27.69%, LR: 0.001000
2024-12-30 22:18:04,060 - resnet_50 - INFO - Training - Epoch: 7, Batch: [8960/10010], Loss: 3.5794, Accuracy: 27.70%, LR: 0.001000
2024-12-30 22:20:39,395 - resnet_50 - INFO - Training - Epoch: 7, Batch: [9088/10010], Loss: 3.5784, Accuracy: 27.72%, LR: 0.001000
2024-12-30 22:23:14,749 - resnet_50 - INFO - Training - Epoch: 7, Batch: [9216/10010], Loss: 3.5771, Accuracy: 27.74%, LR: 0.001000
2024-12-30 22:25:50,082 - resnet_50 - INFO - Training - Epoch: 7, Batch: [9344/10010], Loss: 3.5758, Accuracy: 27.75%, LR: 0.001000
2024-12-30 22:28:25,431 - resnet_50 - INFO - Training - Epoch: 7, Batch: [9472/10010], Loss: 3.5749, Accuracy: 27.76%, LR: 0.001000
2024-12-30 22:31:00,772 - resnet_50 - INFO - Training - Epoch: 7, Batch: [9600/10010], Loss: 3.5740, Accuracy: 27.78%, LR: 0.001000
2024-12-30 22:33:36,124 - resnet_50 - INFO - Training - Epoch: 7, Batch: [9728/10010], Loss: 3.5734, Accuracy: 27.79%, LR: 0.001000
2024-12-30 22:36:11,443 - resnet_50 - INFO - Training - Epoch: 7, Batch: [9856/10010], Loss: 3.5726, Accuracy: 27.80%, LR: 0.001000
2024-12-30 22:38:46,813 - resnet_50 - INFO - Training - Epoch: 7, Batch: [9984/10010], Loss: 3.5722, Accuracy: 27.81%, LR: 0.001000
2024-12-30 22:39:16,268 - resnet_50 - INFO - Epoch 7 Summary - Training Loss: 3.5721, Training Accuracy: 27.81%, Time: 12149.03s
2024-12-30 22:39:16,501 - resnet_50 - INFO - Checkpoint saved - Epoch: 7, Path: checkpoints/resnet_50/model_7.pth
2024-12-30 22:41:38,274 - resnet_50 - INFO - Validation - Epoch: 8, Loss: 3.2405, Accuracy: 31.65%, Top-5 Accuracy: 56.90%
2024-12-30 22:41:41,221 - resnet_50 - INFO - Training - Epoch: 8, Batch: [0/10010], Loss: 3.4246, Accuracy: 32.81%, LR: 0.001000
2024-12-30 22:44:16,545 - resnet_50 - INFO - Training - Epoch: 8, Batch: [128/10010], Loss: 3.4632, Accuracy: 29.69%, LR: 0.001000
2024-12-30 22:46:51,862 - resnet_50 - INFO - Training - Epoch: 8, Batch: [256/10010], Loss: 3.4805, Accuracy: 29.36%, LR: 0.001000
2024-12-30 22:49:27,170 - resnet_50 - INFO - Training - Epoch: 8, Batch: [384/10010], Loss: 3.4751, Accuracy: 29.33%, LR: 0.001000
2024-12-30 22:52:02,504 - resnet_50 - INFO - Training - Epoch: 8, Batch: [512/10010], Loss: 3.4820, Accuracy: 29.27%, LR: 0.001000
2024-12-30 22:54:37,826 - resnet_50 - INFO - Training - Epoch: 8, Batch: [640/10010], Loss: 3.4794, Accuracy: 29.29%, LR: 0.001000
2024-12-30 22:57:13,184 - resnet_50 - INFO - Training - Epoch: 8, Batch: [768/10010], Loss: 3.4733, Accuracy: 29.35%, LR: 0.001000
2024-12-30 22:59:48,501 - resnet_50 - INFO - Training - Epoch: 8, Batch: [896/10010], Loss: 3.4701, Accuracy: 29.43%, LR: 0.001000
2024-12-30 23:02:23,832 - resnet_50 - INFO - Training - Epoch: 8, Batch: [1024/10010], Loss: 3.4720, Accuracy: 29.35%, LR: 0.001000
2024-12-30 23:04:59,192 - resnet_50 - INFO - Training - Epoch: 8, Batch: [1152/10010], Loss: 3.4685, Accuracy: 29.42%, LR: 0.001000
2024-12-30 23:07:34,514 - resnet_50 - INFO - Training - Epoch: 8, Batch: [1280/10010], Loss: 3.4698, Accuracy: 29.39%, LR: 0.001000
2024-12-30 23:10:09,813 - resnet_50 - INFO - Training - Epoch: 8, Batch: [1408/10010], Loss: 3.4697, Accuracy: 29.41%, LR: 0.001000
2024-12-30 23:12:45,174 - resnet_50 - INFO - Training - Epoch: 8, Batch: [1536/10010], Loss: 3.4685, Accuracy: 29.44%, LR: 0.001000
2024-12-30 23:15:20,519 - resnet_50 - INFO - Training - Epoch: 8, Batch: [1664/10010], Loss: 3.4668, Accuracy: 29.45%, LR: 0.001000
2024-12-30 23:17:55,858 - resnet_50 - INFO - Training - Epoch: 8, Batch: [1792/10010], Loss: 3.4675, Accuracy: 29.47%, LR: 0.001000
2024-12-30 23:20:31,191 - resnet_50 - INFO - Training - Epoch: 8, Batch: [1920/10010], Loss: 3.4652, Accuracy: 29.51%, LR: 0.001000
2024-12-30 23:23:06,537 - resnet_50 - INFO - Training - Epoch: 8, Batch: [2048/10010], Loss: 3.4657, Accuracy: 29.51%, LR: 0.001000
2024-12-30 23:25:41,870 - resnet_50 - INFO - Training - Epoch: 8, Batch: [2176/10010], Loss: 3.4651, Accuracy: 29.53%, LR: 0.001000
2024-12-30 23:28:17,188 - resnet_50 - INFO - Training - Epoch: 8, Batch: [2304/10010], Loss: 3.4640, Accuracy: 29.54%, LR: 0.001000
2024-12-30 23:30:52,547 - resnet_50 - INFO - Training - Epoch: 8, Batch: [2432/10010], Loss: 3.4648, Accuracy: 29.52%, LR: 0.001000
2024-12-30 23:33:27,893 - resnet_50 - INFO - Training - Epoch: 8, Batch: [2560/10010], Loss: 3.4639, Accuracy: 29.51%, LR: 0.001000
2024-12-30 23:36:03,213 - resnet_50 - INFO - Training - Epoch: 8, Batch: [2688/10010], Loss: 3.4632, Accuracy: 29.51%, LR: 0.001000
2024-12-30 23:38:38,536 - resnet_50 - INFO - Training - Epoch: 8, Batch: [2816/10010], Loss: 3.4614, Accuracy: 29.56%, LR: 0.001000
2024-12-30 23:41:13,896 - resnet_50 - INFO - Training - Epoch: 8, Batch: [2944/10010], Loss: 3.4612, Accuracy: 29.58%, LR: 0.001000
2024-12-30 23:43:49,217 - resnet_50 - INFO - Training - Epoch: 8, Batch: [3072/10010], Loss: 3.4614, Accuracy: 29.57%, LR: 0.001000
2024-12-30 23:46:24,555 - resnet_50 - INFO - Training - Epoch: 8, Batch: [3200/10010], Loss: 3.4605, Accuracy: 29.59%, LR: 0.001000
2024-12-30 23:48:59,871 - resnet_50 - INFO - Training - Epoch: 8, Batch: [3328/10010], Loss: 3.4614, Accuracy: 29.58%, LR: 0.001000
2024-12-30 23:51:35,193 - resnet_50 - INFO - Training - Epoch: 8, Batch: [3456/10010], Loss: 3.4604, Accuracy: 29.60%, LR: 0.001000
2024-12-30 23:54:10,509 - resnet_50 - INFO - Training - Epoch: 8, Batch: [3584/10010], Loss: 3.4593, Accuracy: 29.62%, LR: 0.001000
2024-12-30 23:56:45,879 - resnet_50 - INFO - Training - Epoch: 8, Batch: [3712/10010], Loss: 3.4578, Accuracy: 29.63%, LR: 0.001000
2024-12-30 23:59:21,215 - resnet_50 - INFO - Training - Epoch: 8, Batch: [3840/10010], Loss: 3.4567, Accuracy: 29.64%, LR: 0.001000
2024-12-31 00:01:56,544 - resnet_50 - INFO - Training - Epoch: 8, Batch: [3968/10010], Loss: 3.4563, Accuracy: 29.65%, LR: 0.001000
2024-12-31 00:04:31,910 - resnet_50 - INFO - Training - Epoch: 8, Batch: [4096/10010], Loss: 3.4556, Accuracy: 29.65%, LR: 0.001000
2024-12-31 00:07:07,254 - resnet_50 - INFO - Training - Epoch: 8, Batch: [4224/10010], Loss: 3.4549, Accuracy: 29.67%, LR: 0.001000
2024-12-31 00:09:42,580 - resnet_50 - INFO - Training - Epoch: 8, Batch: [4352/10010], Loss: 3.4541, Accuracy: 29.67%, LR: 0.001000
2024-12-31 00:12:17,926 - resnet_50 - INFO - Training - Epoch: 8, Batch: [4480/10010], Loss: 3.4540, Accuracy: 29.68%, LR: 0.001000
2024-12-31 00:14:53,286 - resnet_50 - INFO - Training - Epoch: 8, Batch: [4608/10010], Loss: 3.4540, Accuracy: 29.69%, LR: 0.001000
2024-12-31 00:17:28,624 - resnet_50 - INFO - Training - Epoch: 8, Batch: [4736/10010], Loss: 3.4539, Accuracy: 29.69%, LR: 0.001000
2024-12-31 00:20:03,971 - resnet_50 - INFO - Training - Epoch: 8, Batch: [4864/10010], Loss: 3.4528, Accuracy: 29.70%, LR: 0.001000
2024-12-31 00:22:39,333 - resnet_50 - INFO - Training - Epoch: 8, Batch: [4992/10010], Loss: 3.4524, Accuracy: 29.72%, LR: 0.001000
2024-12-31 00:25:14,662 - resnet_50 - INFO - Training - Epoch: 8, Batch: [5120/10010], Loss: 3.4515, Accuracy: 29.73%, LR: 0.001000
2024-12-31 00:27:49,979 - resnet_50 - INFO - Training - Epoch: 8, Batch: [5248/10010], Loss: 3.4509, Accuracy: 29.73%, LR: 0.001000
2024-12-31 00:30:25,335 - resnet_50 - INFO - Training - Epoch: 8, Batch: [5376/10010], Loss: 3.4498, Accuracy: 29.74%, LR: 0.001000
2024-12-31 00:33:00,652 - resnet_50 - INFO - Training - Epoch: 8, Batch: [5504/10010], Loss: 3.4494, Accuracy: 29.74%, LR: 0.001000
2024-12-31 00:35:35,954 - resnet_50 - INFO - Training - Epoch: 8, Batch: [5632/10010], Loss: 3.4487, Accuracy: 29.75%, LR: 0.001000
2024-12-31 00:38:11,279 - resnet_50 - INFO - Training - Epoch: 8, Batch: [5760/10010], Loss: 3.4487, Accuracy: 29.75%, LR: 0.001000
2024-12-31 00:40:46,610 - resnet_50 - INFO - Training - Epoch: 8, Batch: [5888/10010], Loss: 3.4485, Accuracy: 29.76%, LR: 0.001000
2024-12-31 00:43:21,946 - resnet_50 - INFO - Training - Epoch: 8, Batch: [6016/10010], Loss: 3.4477, Accuracy: 29.76%, LR: 0.001000
2024-12-31 00:45:57,288 - resnet_50 - INFO - Training - Epoch: 8, Batch: [6144/10010], Loss: 3.4472, Accuracy: 29.77%, LR: 0.001000
2024-12-31 00:48:32,627 - resnet_50 - INFO - Training - Epoch: 8, Batch: [6272/10010], Loss: 3.4464, Accuracy: 29.78%, LR: 0.001000
2024-12-31 00:51:07,952 - resnet_50 - INFO - Training - Epoch: 8, Batch: [6400/10010], Loss: 3.4453, Accuracy: 29.80%, LR: 0.001000
2024-12-31 00:53:43,278 - resnet_50 - INFO - Training - Epoch: 8, Batch: [6528/10010], Loss: 3.4446, Accuracy: 29.81%, LR: 0.001000
2024-12-31 00:56:18,639 - resnet_50 - INFO - Training - Epoch: 8, Batch: [6656/10010], Loss: 3.4439, Accuracy: 29.82%, LR: 0.001000
2024-12-31 00:58:53,953 - resnet_50 - INFO - Training - Epoch: 8, Batch: [6784/10010], Loss: 3.4425, Accuracy: 29.83%, LR: 0.001000
2024-12-31 01:01:29,294 - resnet_50 - INFO - Training - Epoch: 8, Batch: [6912/10010], Loss: 3.4413, Accuracy: 29.85%, LR: 0.001000
2024-12-31 01:04:04,617 - resnet_50 - INFO - Training - Epoch: 8, Batch: [7040/10010], Loss: 3.4403, Accuracy: 29.87%, LR: 0.001000
2024-12-31 01:06:39,943 - resnet_50 - INFO - Training - Epoch: 8, Batch: [7168/10010], Loss: 3.4392, Accuracy: 29.88%, LR: 0.001000
2024-12-31 01:09:15,222 - resnet_50 - INFO - Training - Epoch: 8, Batch: [7296/10010], Loss: 3.4385, Accuracy: 29.89%, LR: 0.001000
2024-12-31 01:11:50,559 - resnet_50 - INFO - Training - Epoch: 8, Batch: [7424/10010], Loss: 3.4378, Accuracy: 29.90%, LR: 0.001000
2024-12-31 01:14:25,937 - resnet_50 - INFO - Training - Epoch: 8, Batch: [7552/10010], Loss: 3.4368, Accuracy: 29.90%, LR: 0.001000
2024-12-31 01:17:01,271 - resnet_50 - INFO - Training - Epoch: 8, Batch: [7680/10010], Loss: 3.4365, Accuracy: 29.91%, LR: 0.001000
2024-12-31 01:19:36,615 - resnet_50 - INFO - Training - Epoch: 8, Batch: [7808/10010], Loss: 3.4357, Accuracy: 29.91%, LR: 0.001000
2024-12-31 01:22:11,985 - resnet_50 - INFO - Training - Epoch: 8, Batch: [7936/10010], Loss: 3.4349, Accuracy: 29.92%, LR: 0.001000
2024-12-31 01:24:47,289 - resnet_50 - INFO - Training - Epoch: 8, Batch: [8064/10010], Loss: 3.4343, Accuracy: 29.93%, LR: 0.001000
2024-12-31 01:27:22,603 - resnet_50 - INFO - Training - Epoch: 8, Batch: [8192/10010], Loss: 3.4334, Accuracy: 29.94%, LR: 0.001000
2024-12-31 01:29:57,961 - resnet_50 - INFO - Training - Epoch: 8, Batch: [8320/10010], Loss: 3.4323, Accuracy: 29.96%, LR: 0.001000
2024-12-31 01:32:33,272 - resnet_50 - INFO - Training - Epoch: 8, Batch: [8448/10010], Loss: 3.4316, Accuracy: 29.97%, LR: 0.001000
2024-12-31 01:35:08,559 - resnet_50 - INFO - Training - Epoch: 8, Batch: [8576/10010], Loss: 3.4306, Accuracy: 29.98%, LR: 0.001000
2024-12-31 01:37:43,885 - resnet_50 - INFO - Training - Epoch: 8, Batch: [8704/10010], Loss: 3.4298, Accuracy: 30.00%, LR: 0.001000
2024-12-31 01:40:19,219 - resnet_50 - INFO - Training - Epoch: 8, Batch: [8832/10010], Loss: 3.4292, Accuracy: 30.01%, LR: 0.001000
2024-12-31 01:42:54,566 - resnet_50 - INFO - Training - Epoch: 8, Batch: [8960/10010], Loss: 3.4282, Accuracy: 30.02%, LR: 0.001000
2024-12-31 01:45:29,899 - resnet_50 - INFO - Training - Epoch: 8, Batch: [9088/10010], Loss: 3.4273, Accuracy: 30.03%, LR: 0.001000
2024-12-31 01:48:05,235 - resnet_50 - INFO - Training - Epoch: 8, Batch: [9216/10010], Loss: 3.4266, Accuracy: 30.05%, LR: 0.001000
2024-12-31 01:50:40,576 - resnet_50 - INFO - Training - Epoch: 8, Batch: [9344/10010], Loss: 3.4261, Accuracy: 30.05%, LR: 0.001000
2024-12-31 01:53:15,880 - resnet_50 - INFO - Training - Epoch: 8, Batch: [9472/10010], Loss: 3.4249, Accuracy: 30.07%, LR: 0.001000
2024-12-31 01:55:51,239 - resnet_50 - INFO - Training - Epoch: 8, Batch: [9600/10010], Loss: 3.4244, Accuracy: 30.07%, LR: 0.001000
2024-12-31 01:58:26,557 - resnet_50 - INFO - Training - Epoch: 8, Batch: [9728/10010], Loss: 3.4232, Accuracy: 30.09%, LR: 0.001000
2024-12-31 02:01:01,858 - resnet_50 - INFO - Training - Epoch: 8, Batch: [9856/10010], Loss: 3.4226, Accuracy: 30.10%, LR: 0.001000
2024-12-31 02:03:37,299 - resnet_50 - INFO - Training - Epoch: 8, Batch: [9984/10010], Loss: 3.4218, Accuracy: 30.11%, LR: 0.001000
2024-12-31 02:04:06,756 - resnet_50 - INFO - Epoch 8 Summary - Training Loss: 3.4216, Training Accuracy: 30.12%, Time: 12148.48s
2024-12-31 02:04:06,982 - resnet_50 - INFO - Checkpoint saved - Epoch: 8, Path: checkpoints/resnet_50/model_8.pth
2024-12-31 02:06:28,621 - resnet_50 - INFO - Validation - Epoch: 9, Loss: 3.0590, Accuracy: 34.65%, Top-5 Accuracy: 60.26%
2024-12-31 02:06:31,376 - resnet_50 - INFO - Training - Epoch: 9, Batch: [0/10010], Loss: 3.2713, Accuracy: 35.16%, LR: 0.001000
2024-12-31 02:09:06,672 - resnet_50 - INFO - Training - Epoch: 9, Batch: [128/10010], Loss: 3.3060, Accuracy: 31.88%, LR: 0.001000
2024-12-31 02:11:42,019 - resnet_50 - INFO - Training - Epoch: 9, Batch: [256/10010], Loss: 3.3236, Accuracy: 31.71%, LR: 0.001000
2024-12-31 02:14:17,358 - resnet_50 - INFO - Training - Epoch: 9, Batch: [384/10010], Loss: 3.3293, Accuracy: 31.63%, LR: 0.001000
2024-12-31 02:16:52,704 - resnet_50 - INFO - Training - Epoch: 9, Batch: [512/10010], Loss: 3.3330, Accuracy: 31.61%, LR: 0.001000
2024-12-31 02:19:28,063 - resnet_50 - INFO - Training - Epoch: 9, Batch: [640/10010], Loss: 3.3272, Accuracy: 31.60%, LR: 0.001000
2024-12-31 02:22:03,409 - resnet_50 - INFO - Training - Epoch: 9, Batch: [768/10010], Loss: 3.3322, Accuracy: 31.52%, LR: 0.001000
2024-12-31 02:24:38,743 - resnet_50 - INFO - Training - Epoch: 9, Batch: [896/10010], Loss: 3.3320, Accuracy: 31.50%, LR: 0.001000
2024-12-31 02:27:14,087 - resnet_50 - INFO - Training - Epoch: 9, Batch: [1024/10010], Loss: 3.3238, Accuracy: 31.57%, LR: 0.001000
2024-12-31 02:29:49,433 - resnet_50 - INFO - Training - Epoch: 9, Batch: [1152/10010], Loss: 3.3216, Accuracy: 31.59%, LR: 0.001000
2024-12-31 02:32:24,773 - resnet_50 - INFO - Training - Epoch: 9, Batch: [1280/10010], Loss: 3.3215, Accuracy: 31.59%, LR: 0.001000
2024-12-31 02:35:00,116 - resnet_50 - INFO - Training - Epoch: 9, Batch: [1408/10010], Loss: 3.3227, Accuracy: 31.60%, LR: 0.001000
2024-12-31 02:37:35,461 - resnet_50 - INFO - Training - Epoch: 9, Batch: [1536/10010], Loss: 3.3235, Accuracy: 31.63%, LR: 0.001000
2024-12-31 02:40:10,795 - resnet_50 - INFO - Training - Epoch: 9, Batch: [1664/10010], Loss: 3.3236, Accuracy: 31.61%, LR: 0.001000
2024-12-31 02:42:46,143 - resnet_50 - INFO - Training - Epoch: 9, Batch: [1792/10010], Loss: 3.3241, Accuracy: 31.55%, LR: 0.001000
2024-12-31 02:45:21,503 - resnet_50 - INFO - Training - Epoch: 9, Batch: [1920/10010], Loss: 3.3238, Accuracy: 31.57%, LR: 0.001000
2024-12-31 02:47:56,831 - resnet_50 - INFO - Training - Epoch: 9, Batch: [2048/10010], Loss: 3.3251, Accuracy: 31.56%, LR: 0.001000
2024-12-31 02:50:32,173 - resnet_50 - INFO - Training - Epoch: 9, Batch: [2176/10010], Loss: 3.3239, Accuracy: 31.58%, LR: 0.001000
2024-12-31 02:53:07,466 - resnet_50 - INFO - Training - Epoch: 9, Batch: [2304/10010], Loss: 3.3244, Accuracy: 31.55%, LR: 0.001000
2024-12-31 02:55:42,735 - resnet_50 - INFO - Training - Epoch: 9, Batch: [2432/10010], Loss: 3.3258, Accuracy: 31.54%, LR: 0.001000
2024-12-31 02:58:18,027 - resnet_50 - INFO - Training - Epoch: 9, Batch: [2560/10010], Loss: 3.3239, Accuracy: 31.56%, LR: 0.001000
2024-12-31 03:00:53,367 - resnet_50 - INFO - Training - Epoch: 9, Batch: [2688/10010], Loss: 3.3236, Accuracy: 31.59%, LR: 0.001000
2024-12-31 03:03:28,692 - resnet_50 - INFO - Training - Epoch: 9, Batch: [2816/10010], Loss: 3.3244, Accuracy: 31.56%, LR: 0.001000
2024-12-31 03:06:04,024 - resnet_50 - INFO - Training - Epoch: 9, Batch: [2944/10010], Loss: 3.3239, Accuracy: 31.57%, LR: 0.001000
2024-12-31 03:08:39,364 - resnet_50 - INFO - Training - Epoch: 9, Batch: [3072/10010], Loss: 3.3243, Accuracy: 31.56%, LR: 0.001000
2024-12-31 03:11:14,728 - resnet_50 - INFO - Training - Epoch: 9, Batch: [3200/10010], Loss: 3.3233, Accuracy: 31.56%, LR: 0.001000
2024-12-31 03:13:50,073 - resnet_50 - INFO - Training - Epoch: 9, Batch: [3328/10010], Loss: 3.3217, Accuracy: 31.57%, LR: 0.001000
2024-12-31 03:16:25,416 - resnet_50 - INFO - Training - Epoch: 9, Batch: [3456/10010], Loss: 3.3206, Accuracy: 31.59%, LR: 0.001000
2024-12-31 03:19:00,743 - resnet_50 - INFO - Training - Epoch: 9, Batch: [3584/10010], Loss: 3.3199, Accuracy: 31.60%, LR: 0.001000
2024-12-31 03:21:36,087 - resnet_50 - INFO - Training - Epoch: 9, Batch: [3712/10010], Loss: 3.3188, Accuracy: 31.62%, LR: 0.001000
2024-12-31 03:24:11,396 - resnet_50 - INFO - Training - Epoch: 9, Batch: [3840/10010], Loss: 3.3170, Accuracy: 31.65%, LR: 0.001000
2024-12-31 03:26:46,751 - resnet_50 - INFO - Training - Epoch: 9, Batch: [3968/10010], Loss: 3.3168, Accuracy: 31.66%, LR: 0.001000
2024-12-31 03:29:22,080 - resnet_50 - INFO - Training - Epoch: 9, Batch: [4096/10010], Loss: 3.3163, Accuracy: 31.69%, LR: 0.001000
2024-12-31 03:31:57,417 - resnet_50 - INFO - Training - Epoch: 9, Batch: [4224/10010], Loss: 3.3158, Accuracy: 31.70%, LR: 0.001000
2024-12-31 03:34:32,764 - resnet_50 - INFO - Training - Epoch: 9, Batch: [4352/10010], Loss: 3.3153, Accuracy: 31.72%, LR: 0.001000
2024-12-31 03:37:08,098 - resnet_50 - INFO - Training - Epoch: 9, Batch: [4480/10010], Loss: 3.3139, Accuracy: 31.75%, LR: 0.001000
2024-12-31 03:39:43,407 - resnet_50 - INFO - Training - Epoch: 9, Batch: [4608/10010], Loss: 3.3143, Accuracy: 31.75%, LR: 0.001000
2024-12-31 03:42:18,739 - resnet_50 - INFO - Training - Epoch: 9, Batch: [4736/10010], Loss: 3.3137, Accuracy: 31.75%, LR: 0.001000
2024-12-31 03:44:54,124 - resnet_50 - INFO - Training - Epoch: 9, Batch: [4864/10010], Loss: 3.3136, Accuracy: 31.76%, LR: 0.001000
2024-12-31 03:47:29,439 - resnet_50 - INFO - Training - Epoch: 9, Batch: [4992/10010], Loss: 3.3133, Accuracy: 31.77%, LR: 0.001000
2024-12-31 03:50:04,784 - resnet_50 - INFO - Training - Epoch: 9, Batch: [5120/10010], Loss: 3.3128, Accuracy: 31.79%, LR: 0.001000
2024-12-31 03:52:40,141 - resnet_50 - INFO - Training - Epoch: 9, Batch: [5248/10010], Loss: 3.3117, Accuracy: 31.81%, LR: 0.001000
2024-12-31 03:55:15,491 - resnet_50 - INFO - Training - Epoch: 9, Batch: [5376/10010], Loss: 3.3115, Accuracy: 31.81%, LR: 0.001000
2024-12-31 03:57:50,786 - resnet_50 - INFO - Training - Epoch: 9, Batch: [5504/10010], Loss: 3.3114, Accuracy: 31.82%, LR: 0.001000
2024-12-31 04:00:26,134 - resnet_50 - INFO - Training - Epoch: 9, Batch: [5632/10010], Loss: 3.3116, Accuracy: 31.81%, LR: 0.001000
2024-12-31 04:03:01,420 - resnet_50 - INFO - Training - Epoch: 9, Batch: [5760/10010], Loss: 3.3109, Accuracy: 31.81%, LR: 0.001000
